Employee,Name.GivenName,Name.MiddleName,Name.FamilyName,StartDate,RelationshipToOrganization,RelationshipStatus,RetirementDate,ID.IssuingAuthority,ID.DocumentNumber,Preferences.PointOfOrigin,PrimaryWorkAssignment
1365,Edward,,Clark,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9220,BANK CONTROL GROUP,0
1366,Elizabeth,,Shesler,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9221,BANK CONTROL GROUP,0
1367,Foster,,Jean,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9222,BANK CONTROL GROUP,0
1368,Roy,,Nordeman,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9223,BANK CONTROL GROUP,0
1369,Foster,,Axgobek,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9224,BANK CONTROL GROUP,1
1370,Edward,,Weatherby,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9225,BANK CONTROL GROUP,0
1371,Rene,,McLean,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9226,BANK CONTROL GROUP,0
1372,Barry,,Dogra,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9227,BANK CONTROL GROUP,0
1373,Foster,,Rhodes,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9228,BANK CONTROL GROUP,0
1374,Rene,,Butler,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9229,BANK CONTROL GROUP,0
1375,Sandy,,Cross,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9230,BANK CONTROL GROUP,0
1376,Foster,,Schroder,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9231,BANK CONTROL GROUP,0
1377,Anne,,Stratton,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9232,BANK CONTROL GROUP,0
1378,Kenneth,,Bourgeois,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9233,BANK CONTROL GROUP,0
1379,Erin,,Himmelreich,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9234,BANK CONTROL GROUP,0
1380,William,,Moncibais,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9235,BANK CONTROL GROUP,0
1381,Sandy,,Webster,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9236,BANK CONTROL GROUP,0
1382,Thomas,,Short,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9237,BANK CONTROL GROUP,0
1383,Rene,,Cole,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9238,BANK CONTROL GROUP,0
1384,Linda,,Dale,20110829,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9239,BANK CONTROL GROUP,0
1385,Melissa,,Dixon,20110829,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9240,BANK CONTROL GROUP,0
1386,Celine,,Gleghorn,19800428,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9241,BANK CONTROL GROUP,0
1387,Roy,,Groezinger,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9242,BANK CONTROL GROUP,0
1388,Dana,,Grimsley,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9243,BANK CONTROL GROUP,0
1389,Kenneth,,Phillips,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9244,BANK CONTROL GROUP,0
1390,Elizabeth,,Stephens,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9245,BANK CONTROL GROUP,0
1391,Michael,,Jenkins,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9246,BANK CONTROL GROUP,0
1392,Candy,,Hampton,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9247,BANK CONTROL GROUP,0
1393,Anne,,Carruth,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9248,BANK CONTROL GROUP,1
1394,Marilyn,,Knehans,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9249,BANK CONTROL GROUP,0
1395,Marilyn,,Eschleman,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9250,BANK CONTROL GROUP,0
1396,Virginia,,Wynn,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9251,BANK CONTROL GROUP,1
1397,Charlotte,,Bishop,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9252,BANK CONTROL GROUP,0
1398,Linda,,Hyten,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9253,BANK CONTROL GROUP,0
1399,Elizabeth,,Stavely,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9254,BANK CONTROL GROUP,1
1400,Sandy,,Makhani,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9255,BANK CONTROL GROUP,0
1401,Sandy,,Lee,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9256,BANK CONTROL GROUP,1
1402,George,,Holub,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9257,BANK CONTROL GROUP,0
1403,Melissa,,Thomes,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9258,BANK CONTROL GROUP,0
1404,Foster,,Hayack,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9259,BANK CONTROL GROUP,0
1405,Anne,,Demiv,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9260,BANK CONTROL GROUP,0
1406,Sue,,McShurley,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9261,BANK CONTROL GROUP,0
1407,Marilyn,,Mansoori,20140425,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9262,BANK CONTROL GROUP,0
1408,Marilyn,,Love,20140625,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9263,BANK CONTROL GROUP,0
1409,Melissa,,Kaufhold,20140825,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9264,BANK CONTROL GROUP,0
1410,Roy,,Wilson,19801028,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9265,BANK CONTROL GROUP,0
1411,William,,Noble,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9266,BANK CONTROL GROUP,0
1412,Linda,,Shine,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9267,BANK CONTROL GROUP,0
1413,Mark,,Dyer,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9268,BANK CONTROL GROUP,0
1414,Michael,,Tyson,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9269,BANK CONTROL GROUP,0
1415,Kenneth,,Widener,19871010,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9270,BANK CONTROL GROUP,0
1416,Foster,,Brackett,19871226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9271,BANK CONTROL GROUP,0
1417,Edward,,Roe,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9272,BANK CONTROL GROUP,0
1418,Erin,,Cannon,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9273,BANK CONTROL GROUP,0
1419,Sandy,,Maxwell,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9274,BANK CONTROL GROUP,0
1420,Erin,,Marks,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9275,BANK CONTROL GROUP,0
1421,Kenneth,,Inman,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9276,BANK CONTROL GROUP,0
1422,Sandy,,Williams,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9277,BANK CONTROL GROUP,0
1423,Anne,,Grobel,20201228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9278,BANK CONTROL GROUP,1
1424,Rene,,Smithers,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9279,BANK CONTROL GROUP,1
1425,Kenneth,,Reams,20101228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9280,BANK CONTROL GROUP,0
1426,Michael,,Hanna,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9281,BANK CONTROL GROUP,0
1427,Elizabeth,,Booher,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9282,BANK CONTROL GROUP,1
1428,Dana,,Strahl,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9283,BANK CONTROL GROUP,0
1429,Sandy,,Gilligam,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9284,BANK CONTROL GROUP,0
1430,Linda,,Sanders,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9285,BANK CONTROL GROUP,1
1431,Michael,,Werberig,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9286,BANK CONTROL GROUP,0
1432,Dana,,Ferguson,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9287,BANK CONTROL GROUP,0
1433,Roy,,Garza,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9288,BANK CONTROL GROUP,0
1434,Linda,,Stephens,19771205,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9289,BANK CONTROL GROUP,0
1435,Anne,,Johnson,20140425,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9290,BANK CONTROL GROUP,0
1436,Edward,,Shaw,20140625,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9291,BANK CONTROL GROUP,0
1437,Roy,,Smart,20140825,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9292,BANK CONTROL GROUP,0
1438,Michael,,Stark,19801028,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9293,BANK CONTROL GROUP,0
1439,Elizabeth,,Saldo,19800914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9294,BANK CONTROL GROUP,0
1440,Rene,,Stegner,20140806,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9295,BANK CONTROL GROUP,0
1441,Roy,,Roderick,20141004,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9296,BANK CONTROL GROUP,0
1442,Melissa,,Cross,20141004,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9297,BANK CONTROL GROUP,0
1443,Marilyn,,Eschleman,20141004,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9298,BANK CONTROL GROUP,0
1444,Elizabeth,,Alaniz,20141004,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9299,BANK CONTROL GROUP,1
1445,Corrie,,Doss,20141226,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9300,BANK CONTROL GROUP,0
1446,George,,Fitzgerald,20150330,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9301,BANK CONTROL GROUP,0
1447,Marilyn,,Moser,20150601,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9302,BANK CONTROL GROUP,0
1448,William,,Post,20150702,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9303,BANK CONTROL GROUP,0
1449,Sunny,,Baugh,20201228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9304,BANK CONTROL GROUP,0
1450,Cathy,,Crenshaw,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9305,BANK CONTROL GROUP,1
1451,Michael,,Fisch,20101228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9306,BANK CONTROL GROUP,0
1452,Sandy,,Kahn,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9307,BANK CONTROL GROUP,0
1453,Foster,,Martin,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9308,BANK CONTROL GROUP,0
1454,Tomas,,Mitchell,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9309,BANK CONTROL GROUP,0
1455,Sally,,Schilling,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9310,BANK CONTROL GROUP,0
1456,Foster,,Cortez,20150925,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9311,BANK CONTROL GROUP,0
1457,Sandy,,Romero,20150925,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9312,BANK CONTROL GROUP,0
1458,Linda,,Kirkman,20201228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9313,BANK CONTROL GROUP,0
1459,William,,Smith,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9314,BANK CONTROL GROUP,0
1460,Heather,,Morgan,20101228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9315,BANK CONTROL GROUP,0
1461,Melissa,,Hernandez,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9316,BANK CONTROL GROUP,0
1462,Dana,,Simpson,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9317,BANK CONTROL GROUP,0
1463,Sandy,,Spurlock,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9318,BANK CONTROL GROUP,0
1464,Frank,,Tozier,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9319,BANK CONTROL GROUP,0
1465,Michael,,Tausend,20201228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9320,BANK CONTROL GROUP,0
1466,Gerald,,Garner,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9321,BANK CONTROL GROUP,0
1467,Ken,,Porter,20101228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9322,BANK CONTROL GROUP,0
1468,Tom,,Williams,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9323,BANK CONTROL GROUP,1
1469,Ellen,,Hernandez,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9324,BANK CONTROL GROUP,0
1470,Ryan,,Reynolds,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9325,BANK CONTROL GROUP,0
1471,Melissa,Jane1,Acres,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9326,BANK CONTROL GROUP,1
1472,Michael,,Lester,20160829,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9327,BANK CONTROL GROUP,0
1473,Anne,,Dyess,20171025,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9328,BANK CONTROL GROUP,0
1474,Cheryl,,Embers,20171025,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9329,BANK CONTROL GROUP,0
1475,Melissa,,Morgan,20201228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9330,BANK CONTROL GROUP,0
1476,Jim,,Wright,19860526,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9331,BANK CONTROL GROUP,1
1477,Edward,,Gillespie,20101228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9332,BANK CONTROL GROUP,0
1478,Rene,,Litchfield,19910915,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9333,BANK CONTROL GROUP,0
1479,Sandy,,Blas,19851228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9334,BANK CONTROL GROUP,0
1480,Linda,,Ervin,19880426,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9335,BANK CONTROL GROUP,1
1481,Linda,,Fortin,19901228,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9336,BANK CONTROL GROUP,1
1482,Erin,,Merkle,20180702,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9337,BANK CONTROL GROUP,0
1483,Erin,,Pizana,20180702,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9338,BANK CONTROL GROUP,0
1484,Foster,,Silver,20180702,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9339,BANK CONTROL GROUP,0
1485,Benjamin,,Parker,20180702,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9340,BANK CONTROL GROUP,0
1486,Marilyn,,Ansis,20180902,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9341,BANK CONTROL GROUP,1
1487,Elizabeth,,Lindstrom,20180902,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9342,BANK CONTROL GROUP,0
1488,Elizabeth,,Cummings,20181209,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9343,BANK CONTROL GROUP,0
1489,George,,Brantley,20121225,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9344,BANK CONTROL GROUP,0
1490,Kenneth,,Nix,20131225,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9345,BANK CONTROL GROUP,0
1491,Felicity,,Border,20100406,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9346,BANK CONTROL GROUP,1
1492,Kenneth,,Phillips,20010625,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9347,BANK CONTROL GROUP,0
1493,Marilyn,,Cook,20030726,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9348,BANK CONTROL GROUP,0
1494,Belinda,,Bosoco,20070929,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9349,BANK CONTROL GROUP,0
1495,Linda,,Connell,20080624,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9350,BANK CONTROL GROUP,0
1496,Betsy,,Hokamp,20040827,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9351,BANK CONTROL GROUP,0
1497,Rene,,Mulkay,20100501,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9352,BANK CONTROL GROUP,0
1498,Edward,,Tucker,20140302,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9353,BANK CONTROL GROUP,0
1499,Felicity,,Taylor,19860224,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9354,BANK CONTROL GROUP,0
1500,Marilyn,,Stewart,20100828,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9355,BANK CONTROL GROUP,0
1501,William,,Rodriguez,20170904,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9356,BANK CONTROL GROUP,0
2050,Roy,,Bakos,19810914,EMPLOYEE,ACTIVE,00000000,Social Security,222-55-9357,BANK CONTROL GROUP,2
3001,Julian,Parker,Newman,20230701,EMPLOYEE,ACTIVE,00000000,,,SEMI-MO,1
3002,Mary,M,Carter,20230701,EMPLOYEE,ACTIVE,00000000,,,SEMI-MO,1
3003,Jerry,,Morris,20230701,EMPLOYEE,ACTIVE,00000000,,,WEEKLY,1
3004,Rose,A,Barr,20230701,EMPLOYEE,ACTIVE,00000000,,,WEEKLY,1
3007,Thomas,,Jordan,20230701,EMPLOYEE,ACTIVE,00000000,,,SEMI-MO,1
